apn,number_of_buildings,view_code,parcel_level_latitude,parcel_level_longitude,situs_house_number,situs_house_number_suffix,situs_direction,situs_street_name,situs_mode,situs_unit_number,situs_city,situs_state,situs_zip_code,situs_county,assessed_land_value,land_square_footage,year_built,effective_year_built,bedrooms_all_buildings,total_rooms_all_buildings,total_bath_rooms_calculated_all_buildings,total_baths_primary_building,full_baths_all_buildings,half_baths_all_buildings,pool_indicator,pool_code,stories_number,universal_building_square_feet,building_square_feet,living_square_feet_all_buildings,ground_floor_square_feet,basement_square_feet,garage_parking_square_feet,avm_value_amount
172431170000,1,VFA,34.042415,-117.206375,1525,,,CONESTOGA,CT,,REDLANDS,CA,923734830,SAN BERNARDINO,74058,10030,1978,1978,4,8,3,2.5,2,1,Y,1,2,1982,2750,1983,1058,,768,534600
1212351050000,1,,34.06773,-117.171735,834,,,HARVARD,CT,,REDLANDS,CA,923743668,SAN BERNARDINO,114916,8640,1969,1969,3,6,2,2,2,,Y,1,1,1893,2351,1893,1290,,458,490000
174153140000,1,VAV,34.047178,-117.155578,1304,,,ROLLING HILLS,RD,,REDLANDS,CA,923746347,SAN BERNARDINO,97144,10542,1952,1952,2,7,2,1.5,1,1,,,1,1225,1625,1225,1225,,400,477500
174352180000,1,,34.046353,-117.15333,1448,,,PLEASANTVIEW,DR,,REDLANDS,CA,923746346,SAN BERNARDINO,71675,15800,1999,1999,4,8,2,2,2,,Y,00S,1,1764,2463,1764,1764,,699,571500
169051100000,1,,34.065616,-117.186084,1009,,,OHIO,ST,,REDLANDS,CA,923743145,SAN BERNARDINO,53803,7504,1924,1940,2,4,1,2,1,,,,1,704,704,704,704,,294,278900
292372110000,1,,34.065137,-117.229346,26350,,,TUDOR,CT,,REDLANDS,CA,923742879,SAN BERNARDINO,40525,6800,1985,1985,3,8,2,2,2,,,,1,1348,1869,1348,1348,,521,350500
173331190000,1,,34.047306,-117.167477,804,,,ORCHARD,DR,,REDLANDS,CA,923746242,SAN BERNARDINO,11706,12121,1963,1963,4,8,2,2,2,,Y,1,1,1714,2281,1714,1399,,567,438700
176071080000,1,,34.029249,-117.16322,1632,,,DWIGHT,ST,,REDLANDS,CA,923737230,SAN BERNARDINO,164842,21160,1955,1955,3,8,3,3,3,,Y,1,1,2200,2200,2200,1736,,480,833300
167181050000,1,,34.070721,-117.190312,1312,,,TEXAS,ST,,REDLANDS,CA,923742137,SAN BERNARDINO,93636,18104,1925,1930,3,6,1,1,1,,,,1,1080,1080,1080,684,,240,363000
175176030000,1,,34.031677,-117.179746,1324,,,LA ARRIBA,DR,,REDLANDS,CA,923736952,SAN BERNARDINO,165800,11550,1928,1945,2,6,2,2,2,,Y,1,1,2123,2123,2123,2123,,400,763900
176014080000,1,,34.03236,-117.167062,307,,,IVY,ST,,REDLANDS,CA,923737031,SAN BERNARDINO,94200,14950,1925,1940,2,5,2,2,2,,,,1,976,976,976,872,,323,509800
176082130000,1,,34.028026,-117.157248,1657,,,GARDEN,ST,,REDLANDS,CA,923737161,SAN BERNARDINO,131800,13503,1953,1953,3,6,2,2,2,,,,1,1475,1475,1475,1475,,520,564100
173371300000,1,,34.054125,-117.159291,709,,,HEMLOCK,CT,,REDLANDS,CA,923745416,SAN BERNARDINO,62169,8000,1963,1963,3,7,2,2,2,,Y,00S,2,1526,1970,1526,1526,,444,389500
167781420000,1,,34.082772,-117.181114,109,,,YVETTE,CT,,REDLANDS,CA,923741761,SAN BERNARDINO,103000,8568,1986,1986,3,5,2,2,2,,,,1,1184,1669,1184,1184,,485,361300
169075070000,1,,34.065028,-117.181104,934,,,ALTA,ST,,REDLANDS,CA,923743315,SAN BERNARDINO,62639,6157,1801,1930,2,5,1,1,1,,,,1,994,994,994,994,,600,274500
171333090000,1,,34.054145,-117.178547,219,,,SONORA,ST,,REDLANDS,CA,923735207,SAN BERNARDINO,30381,4320,1926,1936,1,3,1,1,1,,,,1,468,684,468,468,,216,335000
171353100000,1,,34.049299,-117.183768,316,,,ALVARADO,ST,,REDLANDS,CA,923735123,SAN BERNARDINO,65447,9720,1905,1940,4,8,3,2.5,2,1,,,2,2172,2172,2172,1510,,361,580200
170431060000,1,,34.061599,-117.147952,1585,,,STILLMAN,AVE,,REDLANDS,CA,923744112,SAN BERNARDINO,125700,7575,1978,1978,4,7,3,2.5,2,1,Y,1,1,1806,2231,1806,861,,425,450600
167831480000,1,,34.073973,-117.192382,814,,W,PENNSYLVANIA,AVE,,REDLANDS,CA,923742040,SAN BERNARDINO,51330,10700,1986,1986,3,8,2,2,2,,,,1,1404,1962,1404,1404,,558,358400
174023070000,1,VFA,34.037674,-117.170059,1353,,,PROSPECT,DR,,REDLANDS,CA,923737049,SAN BERNARDINO,20178,44000,1941,1950,3,9,2,2,2,,Y,00S,1,2360,2360,2360,2320,,540,635500
167891030000,1,,34.085604,-117.187701,2065,,,FURLOW,DR,,REDLANDS,CA,923741647,SAN BERNARDINO,158600,9398,2007,2007,6,10,4,4,4,,,,2,3028,3488,3028,1640,,460,542200
173011290000,1,,34.045863,-117.183742,550,,,NORTH,PL,,REDLANDS,CA,923735806,SAN BERNARDINO,111200,12150,1990,,4,7,1,1,1,,,,2,1012,1012,1012,935,,525,441900
172431210000,1,VFA,34.042552,-117.205334,1510,,,CONESTOGA,CT,,REDLANDS,CA,923734830,SAN BERNARDINO,149376,10000,1978,1978,4,8,3,3,3,,,,2,2301,3015,2301,1444,,714,575200
300171150000,1,,34.023012,-117.116761,31518,,,ALTA VISTA,DR,,REDLANDS,CA,923737510,SAN BERNARDINO,144200,37800,1955,1955,3,6,3,3,3,,Y,1,1,1932,2372,1932,1391,,440,479000
168262180000,1,,34.068715,-117.148273,1218,,,COUNTRY,PL,,REDLANDS,CA,923743958,SAN BERNARDINO,122600,6890,1985,1986,3,6,2,2,2,,Y,00H,1,1509,1989,1509,1509,,480,410300
171353220000,1,,34.048287,-117.1838,339,,S,BUENA VISTA,ST,,REDLANDS,CA,923735130,SAN BERNARDINO,60761,4428,1923,1940,2,4,1,1,1,,,,1,792,792,792,792,,270,348700
172373220000,1,,34.035367,-117.195268,1355,,,KEVIN,AVE,,REDLANDS,CA,923735620,SAN BERNARDINO,134900,8475,1958,1958,3,6,2,2,2,,,,1,1500,1500,1500,1500,,480,475300
174311090000,1,,34.036325,-117.161443,136,,E,HILTON,AVE,,REDLANDS,CA,923736879,SAN BERNARDINO,213282,20664,1903,1930,4,8,2,2,2,,,,2,2247,2247,2284,1715,,440,832700
170511140000,1,,34.057591,-117.14648,1609,,,LISA,LN,,REDLANDS,CA,923744262,SAN BERNARDINO,42898,7200,1987,1987,4,6,3,2.5,2,1,Y,1,2,1997,2690,1998,828,,693,446100
1212262230000,1,,34.073154,-117.170193,915,,,THOMAS,AVE,,REDLANDS,CA,923742626,SAN BERNARDINO,47556,7100,1959,1959,3,6,2,1.5,1,1,,,1,1700,2162,1701,1014,,462,359700
175113060000,1,,34.036184,-117.179075,720,,,CEDAR,AVE,,REDLANDS,CA,923736731,SAN BERNARDINO,129833,21600,1937,1940,3,7,2,2,2,,Y,00S,1,1788,1788,1788,1728,,616,662600
167122160000,1,,34.078542,-117.184905,1633,,,CLAY,ST,,REDLANDS,CA,923742208,SAN BERNARDINO,86500,6400,1960,1960,3,5,2,1.5,1,1,,,1,1064,1304,1064,1064,,240,245700
176421270000,1,VFA,34.028249,-117.164896,1636,,,BENITA MARIE,CRES,,REDLANDS,CA,923737001,SAN BERNARDINO,115192,20150,1971,1970,4,9,3,3,3,,Y,1,2,2876,3589,2876,2163,,713,932300
168611360000,1,,34.069698,-117.147242,1240,,N,DEARBORN,ST,,REDLANDS,CA,923743963,SAN BERNARDINO,46414,8400,1986,1987,3,7,2,2,2,,,,1,1462,2062,1462,1462,,600,376000
168651830000,1,,34.06922,-117.143302,1242,,,VIA PALERMO,,,REDLANDS,CA,923743986,SAN BERNARDINO,77900,5500,1988,1988,4,7,3,3,3,,,,1,2041,2516,2041,1153,,475,433900
172381160000,1,,34.041706,-117.1942,400,,,ROBINHOOD,LN,,REDLANDS,CA,923735705,SAN BERNARDINO,60762,8000,1960,1960,3,7,2,2,2,,Y,S00,1,1586,1586,1586,1300,,400,409300
176062140000,1,VAV,34.025165,-117.162429,526,,W,SUNSET,DR,,REDLANDS,CA,923737240,SAN BERNARDINO,397800,43560,1978,1979,3,8,3,2.5,2,1,Y,00S,1,2725,3326,2725,2124,601,600,1271700
175301290000,1,,34.03351,-117.192701,813,,,SILVERWOOD,PL,,REDLANDS,CA,923735636,SAN BERNARDINO,134553,10500,1977,1977,3,6,2,1.75,2,,Y,00S,1,1852,2351,1852,1720,,499,764000
1212131070000,1,,34.078545,-117.172203,1635,,,QUINCY,CT,,REDLANDS,CA,923742559,SAN BERNARDINO,104040,8282,1978,1978,3,5,2,2,2,,,,1,1198,1660,1198,1198,,462,332700
174341030000,1,,34.038091,-117.159617,373,,,FRANKLIN,AVE,,REDLANDS,CA,923736874,SAN BERNARDINO,117751,14396,1963,1963,4,8,2,2,2,,Y,1,1,1896,2385,1896,1896,,489,736600
167124220000,1,,34.077706,-117.182735,1609,,,ORANGE,ST,,REDLANDS,CA,923742206,SAN BERNARDINO,37555,6400,1921,1930,2,5,1,1,1,,,,1,738,738,738,438,,400,239000
174021550000,1,,34.035666,-117.170957,1365,,,FOUNTAIN,PL,,REDLANDS,CA,923737066,SAN BERNARDINO,166533,20704,2014,2015,4,9,4,3.5,3,1,Y,00S,2,3378,4490,3378,3378,,,831300
292202080000,1,,34.053622,-117.203749,11003,,,KANSAS,ST,,REDLANDS,CA,92373,SAN BERNARDINO,81183,38280,1950,1955,1,4,1,1,1,,,,1,396,396,396,396,,,323000
170381060000,1,,34.0573,-117.151267,1511,,E,CENTRAL,AVE,,REDLANDS,CA,923744130,SAN BERNARDINO,49945,7474,1963,1963,4,7,2,2,2,,,,1,1484,1967,1484,1484,,483,408100
175081230000,1,,34.031056,-117.189451,1264,,W,CRESCENT,AVE,,REDLANDS,CA,923736566,SAN BERNARDINO,204451,23400,1954,1954,3,7,3,3,3,,Y,1,2,2815,3332,2815,2185,,517,972700
1212081290000,1,,34.079761,-117.167908,1045,,,OCCIDENTAL,CIR,,REDLANDS,CA,923742683,SAN BERNARDINO,25740,1820,1984,1984,3,7,2,2,2,,,,1,1820,2280,1819,1820,,460,302800
1212301090000,1,,34.070552,-117.160081,1305,,,SHAWN,CT,,REDLANDS,CA,923742741,SAN BERNARDINO,58574,8200,1978,1979,3,6,2,2,2,,,,1,1306,1786,1306,1306,,480,379100
172341420000,1,,34.038702,-117.185704,1013,,,LOLITA,AVE,,REDLANDS,CA,923735735,SAN BERNARDINO,67016,14000,1977,1977,4,8,2,2,2,,Y,1,1,1848,2332,1848,1848,,484,578200
292511480000,1,,34.051135,-117.21234,78,,,CROCUS,ST,,REDLANDS,CA,923734219,SAN BERNARDINO,138000,3081,2005,2005,3,6,3,2.5,2,1,,,2,1980,2433,1980,864,,453,456900
174124030000,1,,34.034143,-117.157358,213,,E,SOUTH,AVE,,REDLANDS,CA,923737151,SAN BERNARDINO,53555,13910,1959,1959,4,7,2,2,2,,Y,1,1,2416,2416,2416,1595,,340,658900
175062230000,1,,34.037138,-117.18242,928,,,WALNUT,AVE,,REDLANDS,CA,923736634,SAN BERNARDINO,33153,7500,1955,1955,4,6,2,2,2,,,,1,1314,1714,1314,1314,,400,435600
170373070000,1,,34.061499,-117.153138,625,,,RYAN,ST,,REDLANDS,CA,923744167,SAN BERNARDINO,11186,7272,1961,1961,4,7,2,2,2,,,,1,1536,2042,1536,1344,,506,401000
174581310000,1,,34.053315,-117.140916,110,,,ORANGE,PARK,,REDLANDS,CA,923745552,SAN BERNARDINO,116495,6450,1986,1986,4,8,3,2.5,2,1,,,2,1984,2444,1984,1030,,460,478000
168282520000,1,,34.065468,-117.148221,1560,,,CAMPUS,AVE,,REDLANDS,CA,923743908,SAN BERNARDINO,28420,7200,1979,1979,3,5,2,2,2,,,,1,1040,1524,1040,1040,,484,346900
1212181140000,1,,34.073914,-117.161609,1259,,E,PENNSYLVANIA,AVE,,REDLANDS,CA,923744707,SAN BERNARDINO,80378,8140,1987,1987,4,7,2,2,2,,,,1,1423,1885,1464,1423,,462,424100
170051170000,1,,34.066128,-117.156817,1332,,E,BROCKTON,AVE,,REDLANDS,CA,923743803,SAN BERNARDINO,78300,8384,1950,1950,2,4,1,1,1,,,,1,775,995,775,775,,220,293300
168561180000,1,,34.066604,-117.151205,1105,,,ANTHONY,ST,,REDLANDS,CA,923743937,SAN BERNARDINO,129000,9751,1983,1983,3,7,3,2.5,2,1,,,2,1543,2023,1543,874,,480,419000
176321190000,1,VFA,34.02811,-117.148785,505,,,FAIRWAY,DR,,REDLANDS,CA,923737343,SAN BERNARDINO,119136,25000,1987,1987,3,7,3,3,3,,,,2,2002,2633,2002,1080,,631,703200
300201200000,1,,34.02284,-117.1156,31536,,,FLORIDA,ST,,REDLANDS,CA,923737548,SAN BERNARDINO,48837,8800,1949,1949,3,5,1,2,1,,,,1,1392,1392,1392,1016,,440,377900
176061270000,1,,34.028397,-117.167188,1569,,,RIDGE,ST,,REDLANDS,CA,923737035,SAN BERNARDINO,445071,32700,2000,2000,5,11,4,3.25,3,1,Y,00H,2,4991,6091,5099,2520,,1100,1923800
172191060000,1,,34.043242,-117.193001,1120,,W,FERN,AVE,,REDLANDS,CA,923735743,SAN BERNARDINO,250000,34485,1914,1940,5,13,4,3.5,3,1,Y,1,1,4493,6325,4493,2393,1832,180,825700
173302050000,1,,34.048469,-117.172316,619,,,HIBISCUS,DR,,REDLANDS,CA,923736120,SAN BERNARDINO,103588,6600,1955,1955,3,5,2,2,2,,,,1,1170,1170,1170,1170,,400,418100
167754110000,1,,34.071678,-117.174086,1351,,,CHURCH,ST,3,REDLANDS,CA,923742515,SAN BERNARDINO,14336,1268,1985,1985,3,5,3,2.5,2,1,,,2,1268,1751,1268,531,,483,297000
173111110000,1,,34.051825,-117.169066,705,,E,CYPRESS,AVE,,REDLANDS,CA,923745332,SAN BERNARDINO,119309,6000,1947,1947,3,6,1,1,1,,,,1,1613,1889,1613,1129,,276,459800
292372030000,1,,34.064873,-117.230391,10400,,,SEVERN,ST,,REDLANDS,CA,923742886,SAN BERNARDINO,92278,5400,1985,1985,3,6,3,2.5,2,1,,,2,1536,2088,1536,772,,552,405000
172322110000,1,,34.040716,-117.187888,604,,,MCKINLEY,DR,,REDLANDS,CA,923735737,SAN BERNARDINO,63411,6240,1926,1930,2,5,1,1,1,,,,1,1176,1176,1176,1176,,216,423300
1212421360000,1,,34.068041,-117.157738,1169,,,EMILY,ST,,REDLANDS,CA,923743765,SAN BERNARDINO,46849,7350,1992,1992,3,8,3,2.5,2,1,,,2,1753,2280,1753,919,,527,429000
1212271350000,1,,34.072131,-117.167601,1406,,,LANFAIR,ST,,REDLANDS,CA,923744718,SAN BERNARDINO,110200,7227,1979,1979,3,7,2,2,2,,Y,1,1,1304,1764,1304,1304,,460,403600
174461120000,1,,34.037792,-117.175754,1136,,,KIMBERLY,PL,,REDLANDS,CA,923736787,SAN BERNARDINO,132900,1947,1977,1978,3,8,2,2,2,,,,1,1947,2424,1947,1947,,477,557500
174361140000,1,,34.03693,-117.167841,42,,W,HILTON,AVE,,REDLANDS,CA,923737012,SAN BERNARDINO,240300,15000,1963,1964,7,11,4,2.5,4,,Y,00S,1,3324,3324,3217,2146,,528,1013800
300041200000,1,VGO,34.024693,-117.128768,12568,,,SUNSET,CT,,REDLANDS,CA,923737432,SAN BERNARDINO,257499,49222,2005,2006,3,8,4,3,3,1,Y,00S,2,2896,2896,2896,2004,,685,1014500
174153300000,1,,34.046861,-117.154467,1320,,,FARVIEW,LN,,REDLANDS,CA,923746325,SAN BERNARDINO,126645,13700,1957,1957,3,7,3,2.5,2,1,,,1,1809,1809,1809,1434,,400,499800
171202140000,1,,34.056004,-117.190564,66,,N,BUENA VISTA,ST,,REDLANDS,CA,923734616,SAN BERNARDINO,57940,6250,1948,1939,2,6,1,1,1,,,,1,1164,1404,1164,1164,,240,417800
293421250000,1,,34.044465,-117.212564,1703,,,MORNING DOVE,LN,,REDLANDS,CA,923735383,SAN BERNARDINO,55114,3608,2000,2000,4,8,3,2.5,2,1,,,2,2444,3094,2444,1705,,650,484800
170451150000,1,,34.056483,-117.144768,72,,,FERNDALE,CT,,REDLANDS,CA,923744219,SAN BERNARDINO,52123,7171,1978,1978,3,6,2,2,2,,,,1,1141,1621,1141,1141,,480,352100
170021180000,1,,34.065557,-117.17045,925,,,CAMPUS,AVE,,REDLANDS,CA,923743614,SAN BERNARDINO,80300,8850,1938,1944,2,5,1,1,1,,,,1,916,916,916,916,,360,362700
175063140000,1,,34.036142,-117.181896,928,,W,HIGHLAND,AVE,,REDLANDS,CA,923736653,SAN BERNARDINO,80948,21600,1946,1946,3,6,2,2,2,,Y,1,,1736,2336,1736,1136,600,400,593800
167302240000,1,,34.066536,-117.180518,1101,,,6TH,ST,,REDLANDS,CA,923743308,SAN BERNARDINO,69360,3640,1904,1930,2,4,1,1,1,,,,1,652,652,683,478,,306,263300
1212311640000,1,,34.071213,-117.157804,1320,,,JULIE,CT,,REDLANDS,CA,923742739,SAN BERNARDINO,55255,8712,1983,1983,3,5,2,2,2,,N,,1,1335,1815,1335,1335,,480,408500
294191090000,1,VFA,34.013871,-117.171073,2028,,,HORSE TRAIL,DR,,REDLANDS,CA,923736966,SAN BERNARDINO,246946,40510,2002,2002,4,11,4,3.5,3,1,,,2,4105,4763,4105,2397,,658,1161500
172401030000,1,,34.035532,-117.190549,1230,,W,PALM,AVE,,REDLANDS,CA,923735753,SAN BERNARDINO,56520,8079,1964,1964,4,7,2,2,2,,,,1,1648,2104,1648,1648,,456,432400
1212283130000,,,34.072672,-117.164763,1426,,,CENTURY,ST,,REDLANDS,CA,923742679,SAN BERNARDINO,117300,4182,,,,,,,,,,,,,,,,,,238200
172365040000,1,,34.035937,-117.194237,1343,,,KEVIN,AVE,,REDLANDS,CA,923735620,SAN BERNARDINO,34102,8475,1957,1958,3,5,2,2,2,,,,1,1500,1500,1500,1500,,483,437700
176051240000,1,,34.029075,-117.172639,1425,,,PACIFIC,ST,,REDLANDS,CA,923736935,SAN BERNARDINO,16486,18994,1950,1990,4,10,3,3,3,,,,1,3123,3859,3123,2239,210,526,789400
169106450000,1,,34.063094,-117.175572,607,,E,COLTON,AVE,,REDLANDS,CA,923743438,SAN BERNARDINO,43071,8960,1946,1946,3,5,1,1,1,,,,1,1163,1163,1163,1163,,360,137300
173122020000,1,,34.054261,-117.164779,1001,,E,CYPRESS,AVE,,REDLANDS,CA,923745308,SAN BERNARDINO,12980,21560,1915,1930,4,9,3,2.5,2,1,,,2,2888,3092,2888,1054,204,945,597100
167136070000,1,,34.078524,-117.174829,1631,,,KIRBY,CT,,REDLANDS,CA,923742417,SAN BERNARDINO,11186,7956,1971,1971,4,6,2,2,2,,,,1,1308,1308,1308,1308,,,320000
168751070000,1,,34.071118,-117.146326,1600,,,SUNDOWN,CT,,REDLANDS,CA,923742768,SAN BERNARDINO,106811,8600,2001,2001,3,6,2,2,2,,,,1,2057,2519,2057,2057,,462,544200
168262040000,1,,34.066629,-117.148797,1549,,E,BROCKTON,AVE,,REDLANDS,CA,923743119,SAN BERNARDINO,100324,5130,1985,1986,4,8,3,2.5,2,1,,,2,1661,2141,1661,879,,480,412500
168681260000,1,,34.066133,-117.139862,1025,,,ALPINE,CT,,REDLANDS,CA,923744915,SAN BERNARDINO,45570,7200,1988,1988,3,5,2,2,2,,,,1,1187,1656,1187,1187,,469,347900
167333010000,1,,34.079219,-117.177739,402,,,HARTZELL,AVE,,REDLANDS,CA,923742407,SAN BERNARDINO,84074,6656,1955,1955,3,5,1,1,1,,Y,00S,1,960,1392,960,960,,432,248200
172024120000,1,,34.050036,-117.193985,12,,,ROMA,ST,,REDLANDS,CA,923735074,SAN BERNARDINO,39632,9380,1954,1954,3,6,2,2,2,,,,1,1170,1550,1170,1170,,380,404000
167311070000,1,,34.080164,-117.182045,1726,,,ORANGE,ST,,REDLANDS,CA,923742253,SAN BERNARDINO,49694,6000,1953,1953,3,5,1,1,1,,,,1,934,1154,934,934,,220,283800
176371190000,1,VGO,34.032525,-117.140712,653,,,GOLDEN WEST,DR,,REDLANDS,CA,923736415,SAN BERNARDINO,107513,78408,1964,1965,5,9,3,3,3,,,,1,2623,3962,2623,1368,1339,441,637600
299291160000,1,VEX,34.043777,-117.123334,11550,,,CRAFTON,AVE,,REDLANDS,CA,923748252,SAN BERNARDINO,127806,95832,1950,1962,5,8,3,3,3,,Y,1,1,3103,3571,3103,1678,468,640,1002100
1212161220000,1,,34.076013,-117.167937,1544,,,LUCY,ST,,REDLANDS,CA,923742668,SAN BERNARDINO,146128,9521,2004,2004,5,10,4,3.5,3,1,,,2,3168,3784,3168,1594,,616,631000
174471280000,1,,34.04962,-117.145381,314,,,JESSE,WAY,,REDLANDS,CA,923745581,SAN BERNARDINO,146300,11900,1985,1985,4,8,3,3,3,,Y,00S,2,2096,2823,2096,1156,,727,560600
176018230000,1,,34.030649,-117.165702,1586,,,ELIZABETH,ST,,REDLANDS,CA,923737019,SAN BERNARDINO,105009,45302,1912,1932,3,7,2,2,2,,,,1,1320,1320,1320,1320,,,623900
292481740000,1,,34.051455,-117.206935,1555,,,ORANGE,AVE,205,REDLANDS,CA,923731449,SAN BERNARDINO,89578,1550,2006,2006,2,4,3,2.5,2,1,Y,,2,1122,1542,1122,510,,420,329600
173302040000,1,,34.048319,-117.172197,623,,,HIBISCUS,DR,,REDLANDS,CA,923736120,SAN BERNARDINO,132600,6600,1955,1955,4,6,2,2,2,,,,1,1314,1714,1330,1314,,400,454900
294181020000,1,VFA,34.016485,-117.172184,1935,,,HORSE TRAIL,DR,,REDLANDS,CA,923736962,SAN BERNARDINO,140484,43996,2002,2002,4,10,4,3.5,3,1,Y,00S,2,4105,4763,4106,2397,,658,1205800
176291150000,1,,34.031114,-117.159992,1582,,,FRANKLIN,AVE,,REDLANDS,CA,923737102,SAN BERNARDINO,159118,13340,1961,1962,3,7,2,3,2,,Y,1,1,2310,3126,1760,1760,,1300,601400
167841200000,1,,34.08197,-117.176746,1863,,,KINGSBURY,DR,,REDLANDS,CA,923741722,SAN BERNARDINO,48130,7500,1987,1987,3,6,3,3,3,,,,2,1727,2394,1727,976,,667,398400
169053070000,1,,34.063924,-117.186097,835,,,OHIO,ST,,REDLANDS,CA,923743141,SAN BERNARDINO,79123,7370,1801,1930,2,5,2,1.5,1,1,,,1,1151,1151,1151,909,,360,343100
172291290000,1,,34.043775,-117.184933,537,,,NORWOOD,ST,,REDLANDS,CA,923735888,SAN BERNARDINO,114444,12000,1973,1973,4,7,2,2,2,,Y,,1,1508,1968,1508,1508,,460,459900
172373110000,1,,34.035108,-117.19708,609,,,SUNNYSIDE,AVE,,REDLANDS,CA,923735631,SAN BERNARDINO,18994,10318,1958,1958,4,8,2,2,2,,Y,1,1,1624,1624,1612,1624,,480,439300
294133130000,1,VFA,34.017032,-117.141146,30382,,E,SUNSET,DR,,REDLANDS,CA,923737323,SAN BERNARDINO,194139,32000,1978,1978,4,6,3,2.5,2,1,Y,1,1,2121,3021,2121,2121,,900,774700
176073300000,1,VFA,34.029996,-117.161836,1610,,,HALSEY,ST,,REDLANDS,CA,923737263,SAN BERNARDINO,190000,16464,1958,1958,3,8,2,2,2,,,,1,2336,2336,2336,1727,,494,624300
173481610000,1,,34.053949,-117.163995,1060,,,ARDMORE,CIR,,REDLANDS,CA,923746285,SAN BERNARDINO,16587,1874,1982,1982,3,6,2,2,2,,Y,,1,1421,1861,1407,1421,,440,379100
175292080000,1,,34.035336,-117.189533,806,,,ROBINHOOD,LN,,REDLANDS,CA,923736666,SAN BERNARDINO,74824,9344,1955,1955,3,7,2,2,2,,Y,00S,1,1484,1484,1484,1204,,400,488800
170411020000,1,VAV,34.057068,-117.148708,1576,,,LISA,LN,,REDLANDS,CA,923744250,SAN BERNARDINO,48980,1880,1977,1977,2,4,2,2,2,,Y,1,1,919,1340,919,919,,421,288300
173262190000,1,,34.050384,-117.158603,1210,,,CAMBON,CT,,REDLANDS,CA,923745405,SAN BERNARDINO,45522,11424,1978,1978,3,6,2,2,2,,,,1,1598,2090,1598,1262,,492,440400
175312080000,1,,34.032465,-117.189426,953,,,NOTTINGHAM,DR,,REDLANDS,CA,923736662,SAN BERNARDINO,69115,9225,1956,1965,4,9,4,4,4,,Y,1,2,2642,3125,2573,1642,,483,628900
1212301620000,1,,34.073159,-117.159038,1329,,,SUSAN,AVE,,REDLANDS,CA,923742743,SAN BERNARDINO,43800,7245,1984,1984,3,7,2,2,2,,,,1,1509,1989,1509,1509,,480,412600
172471250000,1,,34.045397,-117.201661,1320,,,MAGNOLIA,AVE,,REDLANDS,CA,923734920,SAN BERNARDINO,73001,12227,1997,1997,5,9,3,3.5,3,,Y,,2,3805,4469,3805,1637,,664,791800
170361010000,1,,34.058853,-117.154338,1439,,,LARAMIE,AVE,,REDLANDS,CA,923744181,SAN BERNARDINO,103468,9288,1960,1960,4,7,2,2,2,,,,1,1324,1807,1395,1324,,483,381500
167841080000,1,,34.081116,-117.175201,635,,E,PIONEER,AVE,,REDLANDS,CA,923741754,SAN BERNARDINO,68866,7840,1987,1987,3,7,3,3,3,,,,2,1727,2394,1727,976,,667,403100
170511180000,1,,34.058423,-117.146462,306,,,AMBER,CT,,REDLANDS,CA,923744266,SAN BERNARDINO,68513,7200,1987,1987,3,8,3,2.5,2,1,Y,00S,2,1810,2503,1810,828,,693,463500
171203390000,1,,34.056673,-117.19088,90,,,SAN GORGONIO,DR,,REDLANDS,CA,923734644,SAN BERNARDINO,72299,6250,1922,1930,3,6,1,1,1,,,,1,1020,1020,1020,1020,,440,365200
168771200000,1,,34.073579,-117.141414,1733,,,VALLEY FALLS,AVE,,REDLANDS,CA,923745702,SAN BERNARDINO,92703,7684,2003,2003,4,7,3,2.5,2,1,,,2,2556,3142,2556,1258,,586,630300
173084080000,1,,34.051835,-117.169935,542,,,ROOSEVELT,RD,,REDLANDS,CA,923745339,SAN BERNARDINO,86082,7240,1949,1952,3,6,2,2,2,,,,1,1558,1558,1524,982,,320,461800
1212011600000,1,VAV,34.083217,-117.171645,1916,,,DUKE,ST,,REDLANDS,CA,923741816,SAN BERNARDINO,61753,7176,1988,1988,3,6,2,2,2,,,,1,1170,1634,1170,1170,,464,346200
173012470000,1,,34.045128,-117.182774,521,,,ESTHER,WAY,,REDLANDS,CA,923735819,SAN BERNARDINO,60961,11925,1959,1959,3,6,2,2,2,,,,1,1367,1727,1367,1367,,360,480700
176153230000,1,,34.024782,-117.154218,1707,,,ROSSMONT,DR,,REDLANDS,CA,923737217,SAN BERNARDINO,112592,16560,1978,1979,3,10,4,3.5,3,1,,,2,3226,3856,3226,2926,,630,909800
173113100000,1,,34.053531,-117.16854,505,,,LIME,ST,,REDLANDS,CA,923745313,SAN BERNARDINO,103914,7630,1951,1951,2,4,1,1,1,,,,1,976,1296,982,976,,320,392100
176152200000,1,VAV,34.02332,-117.154272,1718,,,ROSSMONT,DR,,REDLANDS,CA,923737218,SAN BERNARDINO,146434,23000,1959,1959,4,6,2,2,2,,Y,1,1,1761,2223,1761,1761,,462,815900
300215420000,1,VGO,34.020111,-117.113962,31606,,,HIGHVIEW,DR,,REDLANDS,CA,923737578,SAN BERNARDINO,70010,94100,1948,1955,2,5,1,1,1,,,,1,1376,2066,1376,986,,690,195600
299341270000,1,,34.060469,-117.134778,10624,,,OPAL,AVE,,REDLANDS,CA,923747628,SAN BERNARDINO,63169,6000,1986,1986,4,10,3,2.5,2,1,Y,00S,2,2074,2602,2074,997,,528,428000
